name,state
NODE_0000000,"[0.02243656878080312, 0.02498371044620135, 0.041897150589903925, 0.018016602953788353, 0.04617716894258931, 0.0206605854787971, 0.0212867208959441, 0.017197285465383474, 0.017628794327601754, 0.01783529428521843, 0.017021388031114575, 0.0174872248472478, 0.01689523706779002, 0.022326138126521317, 0.017276563169662997, 0.054013421111500225, 0.019677521944485854, 0.0174872248472478, 0.0174872248472478, 0.021574281602948338, 0.26147165620522467, 0.01890943791634044, 0.019264289720556733, 0.01734393635868573, 0.03795746806961664, 0.017102766413521344, 0.017696124567876826, 0.016985202221392097, 0.017126662196955002, 0.08968797648581538, 0.017088372082017758]"
NC_063383.1,"[0.022474055036205268, 0.02501753248046408, 0.0419328599924039, 0.018053046281825844, 0.04620324422741869, 0.02069716846360648, 0.021320829579793626, 0.01722990503586248, 0.01766143339950938, 0.017871252511745556, 0.017055018459889285, 0.01752248808178204, 0.01692690091494697, 0.022361947261841535, 0.017301974424205127, 0.05403503732601452, 0.019715531868694656, 0.01752248808178202, 0.017522488081782025, 0.021609337089663616, 0.26049372030071266, 0.018947548242141326, 0.01928411348136057, 0.017377817701509302, 0.03796367586775949, 0.01713752169189073, 0.017729432912409596, 0.017019600236291867, 0.017159905598226784, 0.08973228005503492, 0.0171198453132257]"
NODE_0000001,"[0.005296735528682356, 0.00607351735519861, 0.012193756761524517, 0.003433824539852819, 0.014135551413838826, 0.004315378942218765, 0.004763266167456298, 0.00395323761231642, 0.0043359416202503175, 0.003432012712081209, 0.0034613362748245444, 0.0033412956804413575, 0.004023141805368593, 0.005123307792123345, 0.0048351874615340145, 0.017083455146849117, 0.004266543808926613, 0.0033412956804413445, 0.0033412956804413567, 0.004786805909104415, 0.7908997132242513, 0.0037212544820346707, 0.008428988351156005, 0.003668496757845403, 0.03191786139839339, 0.0032313291548202168, 0.004225701672051982, 0.0032309291088928565, 0.0037161913560764025, 0.027186564867080487, 0.0042360817339224385]"
hMpxV/China/SZ-CDC/Strain059,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
NODE_0000002,"[2.7204351175405317e-92, 1.0473957096331277e-88, 1.5109333017678106e-66, 3.8441855766121944e-99, 3.013619696493295e-58, 4.1877447128775805e-92, 8.694712829997642e-93, 1.6019460611360732e-98, 1.6955146565742393e-98, 7.162861662576862e-99, 1.519740003912567e-98, 5.707452065138975e-99, 9.925587610011942e-99, 1.5652046550165055e-92, 1.1203032542947354e-92, 8.727643671343374e-48, 8.799813570978693e-93, 5.707452065129893e-99, 5.707452065133452e-99, 7.139330863787923e-93, 1.0, 1.9142418453155165e-99, 3.041296837279549e-83, 9.79270678997997e-99, 1.342586629465873e-93, 1.3333676601886352e-96, 6.032418017789022e-99, 1.466770258363013e-96, 1.1142860566364093e-98, 3.634899899630481e-38, 2.4577030042886212e-98]"
hMpxV/China/SZ-CDC/Strain189,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LAM-INS-290/2022|EPI_ISL_16999067|2022-11-23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LIM-INS-292/2022|EPI_ISL_16999095|2022-11-25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LIM-INS-349/2022|EPI_ISL_16999091|2022-12-26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/USA/CA-CDPH-1000169/2023|EPI_ISL_16997397|2023-01-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
