name,state
NODE_0000000,"[0.02253661997397631, 0.025086337104737295, 0.04199482306313759, 0.018117319636231727, 0.04627443582319221, 0.02076399141451969, 0.02138611786639814, 0.017288343761888415, 0.017725971461273058, 0.017933821539413985, 0.017111884779489054, 0.01758496414669047, 0.016983610175084853, 0.02242635193259681, 0.017344309092580903, 0.054094509610207106, 0.019772720325646066, 0.0175849641466905, 0.01758496414669047, 0.02167665238986355, 0.25945301542486576, 0.01901038568855715, 0.019309331873289017, 0.017293838955374195, 0.0373903512996644, 0.017196791051599915, 0.01777637005698319, 0.017078038088600617, 0.017211790639707375, 0.08983116396807664, 0.017176210562973644]"
NC_063383.1,"[0.02257412953899211, 0.025120076764328248, 0.04203013827134265, 0.018153842617691526, 0.046299940747383264, 0.020800597924346305, 0.021420216606560894, 0.017321054274884878, 0.01775870920402917, 0.017969856192695508, 0.017145584833229695, 0.017620304196501308, 0.01701536165624095, 0.022462148615516198, 0.017369731859969158, 0.05411535829588288, 0.019810791684839766, 0.017620304196501353, 0.017620304196501322, 0.02171170456738013, 0.25847724015478724, 0.019048572360897357, 0.01932921762393464, 0.017326546834022058, 0.037397256870923254, 0.017231616855889312, 0.0178097544309665, 0.017112504325856807, 0.01724510040494611, 0.0898742532873759, 0.017207780605583475]"
NODE_0000001,"[0.005337539311339062, 0.006139197666625079, 0.012294141343589235, 0.0034727713975315996, 0.014277320000544776, 0.004363324004809043, 0.004815559633284251, 0.003982455807682661, 0.0043688813389639045, 0.0034702610958155505, 0.0034958769568263445, 0.0033790528679053422, 0.004051956921138722, 0.0051770023208872985, 0.00486238383792772, 0.0172467518804404, 0.004302184791201175, 0.003379052867905378, 0.0033790528679053483, 0.00483952066409287, 0.7899106504117424, 0.0037610421434246476, 0.008413204455407492, 0.003988563738771188, 0.031081464568983308, 0.0032673364593228432, 0.0042498000536431, 0.0032667399928807254, 0.0037476576298802913, 0.027417844501356113, 0.004261408468172093]"
hMpxV/China/SZ-CDC/Strain059,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
NODE_0000002,"[3.5089643539244665e-92, 1.3383501546800562e-88, 1.8407524863336666e-66, 5.080127891912355e-99, 3.697190655659025e-58, 5.444378748969733e-92, 1.1284774406194365e-92, 2.084269862518176e-98, 2.2018407575004017e-98, 9.465983361717054e-99, 2.002516726189105e-98, 7.538826178275405e-99, 1.2947925970513387e-98, 2.032452736756504e-92, 1.4235101011033888e-92, 1.0235225243270701e-47, 1.1427357928850574e-92, 7.538826178290404e-99, 7.538826178283975e-99, 9.272145311050907e-93, 1.0, 2.5338791904934535e-99, 3.686235350962358e-83, 2.0800635534679063e-98, 1.8768565398981806e-93, 1.7565911080170843e-96, 7.869832500996951e-99, 1.9329358587589315e-96, 1.4657170621879613e-98, 4.116436178323904e-38, 3.178230749775721e-98]"
hMpxV/China/SZ-CDC/Strain189,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LAM-INS-290/2022|EPI_ISL_16999067|2022-11-23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LIM-INS-292/2022|EPI_ISL_16999095|2022-11-25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LIM-INS-349/2022|EPI_ISL_16999091|2022-12-26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/USA/CA-CDPH-1000169/2023|EPI_ISL_16997397|2023-01-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
