DTW_Distance,Normalized_DTW,Alignment_Path_Length,Mean_Difference_Years,Std_Difference_Years,Median_Difference_Years,CRI_Lower_Years,CRI_Upper_Years,Mean_Difference_Days,Median_Difference_Days,CRI_Lower_Days,CRI_Upper_Days,Series1_Length,Series2_Length
0.846826006422134,0.04032504792486352,15,0.056455067094808936,0.07265958333023943,0.033955972471403584,0.003558931185261827,0.2324777549624401,20.620213256378964,12.402418945180159,1.2998996154168823,84.91250000003124,11,10
