name,state
NODE_0000000,"[0.02278117381124066, 0.025180929899046217, 0.04188523788287326, 0.01825205019412598, 0.04611126730378996, 0.02087795303631754, 0.02149910686643981, 0.017648047640232218, 0.01818572346023072, 0.018067870768475977, 0.01728889238659515, 0.017721388628000767, 0.017318380662498287, 0.0225247109628931, 0.017677577438865638, 0.05375280397193449, 0.020052595011169926, 0.017721388628000784, 0.01772138862800083, 0.021798206171683234, 0.2560417573693289, 0.019262191497445492, 0.020266827658812988, 0.017689963752474613, 0.035095120128135274, 0.017307224784073958, 0.018409324383755664, 0.017184897704105015, 0.017499738382969386, 0.08954339948497968, 0.017632861501504404]"
NC_063383.1,"[0.0228186368737535, 0.025214252859991616, 0.04191914548713585, 0.018288534888416398, 0.046135232776530734, 0.020914357119361446, 0.021532968967982916, 0.017681231700766183, 0.018219150009502954, 0.018103862990484432, 0.017322654549270757, 0.017756704828287295, 0.017350716584939665, 0.02256020579622051, 0.017703386140909393, 0.05377171490441238, 0.020090988284612595, 0.017756704828287315, 0.01775670482828736, 0.021833022051515216, 0.25506849688567645, 0.019300721863472807, 0.020287706519889547, 0.017724164851122916, 0.03510120437450058, 0.017341971207536326, 0.018444533319293344, 0.017219282611898392, 0.017533471542211864, 0.08958316289388464, 0.017665107459844724]"
NODE_0000001,"[0.005461889834428485, 0.006244174431199337, 0.012490650211770635, 0.0035381165510307085, 0.014451497775038843, 0.004441127640832041, 0.004900641733613083, 0.004086453713394716, 0.004491415236769968, 0.0035372040432460616, 0.003570243493810289, 0.0034430076832863603, 0.00410135634797958, 0.005271865326704584, 0.0049233555060468745, 0.0174112102035534, 0.004365949505520804, 0.0034430076832863794, 0.003443007683286394, 0.004930905017214175, 0.789065751970782, 0.0038049541009741294, 0.008769998246038191, 0.0037857587400344107, 0.029152246432569452, 0.003324578195228379, 0.004148839534064819, 0.0033218974820259078, 0.003803165201773361, 0.027889208486064233, 0.0043865219884325485]"
hMpxV/China/SZ-CDC/Strain059,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
NODE_0000002,"[4.158400533955277e-92, 1.5150514710002598e-88, 2.3021969875636618e-66, 6.079162525696806e-99, 4.210199046060105e-58, 6.319428191484789e-92, 1.304548788556246e-92, 2.0868102567147246e-98, 2.0516511313991956e-98, 1.1377038682344752e-98, 2.295255662426907e-98, 8.954275081800956e-99, 1.1497562859075136e-98, 2.4241928091278808e-92, 1.345622357050931e-92, 1.172809732965015e-47, 1.1595568377225358e-92, 8.95427508179589e-99, 8.95427508180099e-99, 1.0994459760123093e-92, 1.0, 2.6855880396897224e-99, 2.5411205215949362e-83, 1.4031641975397388e-98, 3.8959677220061e-92, 2.1028031034672755e-96, 5.926614174965974e-99, 2.3065844639450323e-96, 1.4971695752889317e-98, 5.173477493451791e-38, 2.96681879073793e-98]"
hMpxV/China/SZ-CDC/Strain189,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LAM-INS-290/2022|EPI_ISL_16999067|2022-11-23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LIM-INS-292/2022|EPI_ISL_16999095|2022-11-25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/Peru/LIM-INS-349/2022|EPI_ISL_16999091|2022-12-26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hMpxV/USA/CA-CDPH-1000169/2023|EPI_ISL_16997397|2023-01-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
hMpxV/Peru/LIM-INS-338/2022|EPI_ISL_16999113|2022-12-19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
